exp;step;id;state
test2;886;25;succeptible
test2;886;26;succeptible
test2;886;27;succeptible
test2;886;28;succeptible
test2;886;29;succeptible
test2;887;0;succeptible
test2;887;1;succeptible
test2;887;2;succeptible
test2;887;3;succeptible
test2;887;4;succeptible
test2;887;5;succeptible
test2;887;6;succeptible
test2;887;7;succeptible
test2;887;8;succeptible
test2;887;9;succeptible
test2;887;10;succeptible
test2;887;11;succeptible
test2;887;12;succeptible
test2;887;13;succeptible
test2;887;14;succeptible
test2;887;15;infected
test2;887;16;succeptible
test2;887;17;succeptible
test2;887;18;succeptible
test2;887;19;succeptible
test2;887;20;succeptible
test2;887;21;succeptible
test2;887;22;succeptible
test2;887;23;succeptible
test2;887;24;succeptible
test2;887;25;succeptible
test2;887;26;succeptible
test2;887;27;succeptible
test2;887;28;succeptible
test2;887;29;succeptible
test2;888;0;succeptible
test2;888;1;succeptible
test2;888;2;succeptible
test2;888;3;succeptible
test2;888;4;succeptible
test2;888;5;succeptible
test2;888;6;succeptible
test2;888;7;succeptible
test2;888;8;succeptible
test2;888;9;succeptible
test2;888;10;succeptible
test2;888;11;succeptible
test2;888;12;succeptible
test2;888;13;succeptible
test2;888;14;succeptible
test2;888;15;infected
test2;888;16;succeptible
test2;888;17;succeptible
test2;888;18;succeptible
test2;888;19;succeptible
test2;888;20;succeptible
test2;888;21;succeptible
test2;888;22;succeptible
test2;888;23;succeptible
test2;888;24;succeptible
test2;888;25;succeptible
test2;888;26;succeptible
test2;888;27;succeptible
test2;888;28;succeptible
test2;888;29;succeptible
test2;889;0;succeptible
test2;889;1;succeptible
test2;889;2;succeptible
test2;889;3;succeptible
test2;889;4;succeptible
test2;889;5;succeptible
test2;889;6;succeptible
test2;889;7;succeptible
test2;889;8;succeptible
test2;889;9;succeptible
test2;889;10;succeptible
test2;889;11;succeptible
test2;889;12;succeptible
test2;889;13;succeptible
test2;889;14;succeptible
test2;889;15;infected
test2;889;16;succeptible
test2;889;17;succeptible
test2;889;18;succeptible
test2;889;19;succeptible
test2;889;20;succeptible
test2;889;21;succeptible
test2;889;22;succeptible
test2;889;23;succeptible
test2;889;24;succeptible
test2;889;25;succeptible
test2;889;26;succeptible
test2;889;27;succeptible
test2;889;28;succeptible
test2;889;29;succeptible
test2;890;0;succeptible
test2;890;1;succeptible
test2;890;2;succeptible
test2;890;3;succeptible
test2;890;4;succeptible
test2;890;5;succeptible
test2;890;6;succeptible
test2;890;7;succeptible
test2;890;8;succeptible
test2;890;9;succeptible
test2;890;10;succeptible
test2;890;11;succeptible
test2;890;12;succeptible
test2;890;13;succeptible
test2;890;14;succeptible
test2;890;15;infected
test2;890;16;succeptible
test2;890;17;succeptible
test2;890;18;succeptible
test2;890;19;succeptible
test2;890;20;succeptible
test2;890;21;succeptible
test2;890;22;succeptible
test2;890;23;succeptible
test2;890;24;succeptible
test2;890;25;succeptible
test2;890;26;succeptible
test2;890;27;succeptible
test2;890;28;succeptible
test2;890;29;succeptible
test2;891;0;succeptible
test2;891;1;succeptible
test2;891;2;succeptible
test2;891;3;succeptible
test2;891;4;succeptible
test2;891;5;succeptible
test2;891;6;succeptible
test2;891;7;succeptible
test2;891;8;succeptible
test2;891;9;succeptible
test2;891;10;succeptible
test2;891;11;succeptible
test2;891;12;succeptible
test2;891;13;succeptible
test2;891;14;succeptible
test2;891;15;infected
test2;891;16;succeptible
test2;891;17;succeptible
test2;891;18;succeptible
test2;891;19;succeptible
test2;891;20;succeptible
test2;891;21;succeptible
test2;891;22;succeptible
test2;891;23;succeptible
test2;891;24;succeptible
test2;891;25;succeptible
test2;891;26;succeptible
test2;891;27;succeptible
test2;891;28;succeptible
test2;891;29;succeptible
test2;892;0;succeptible
test2;892;1;succeptible
test2;892;2;succeptible
test2;892;3;succeptible
test2;892;4;succeptible
test2;892;5;succeptible
test2;892;6;succeptible
test2;892;7;succeptible
test2;892;8;succeptible
test2;892;9;succeptible
test2;892;10;succeptible
test2;892;11;succeptible
test2;892;12;succeptible
test2;892;13;succeptible
test2;892;14;succeptible
test2;892;15;infected
test2;892;16;succeptible
test2;892;17;succeptible
test2;892;18;succeptible
test2;892;19;succeptible
test2;892;20;succeptible
test2;892;21;succeptible
test2;892;22;succeptible
test2;892;23;succeptible
test2;892;24;succeptible
test2;892;25;succeptible
test2;892;26;succeptible
test2;892;27;succeptible
test2;892;28;succeptible
test2;892;29;succeptible
test2;893;0;succeptible
test2;893;1;succeptible
test2;893;2;succeptible
test2;893;3;succeptible
test2;893;4;succeptible
test2;893;5;succeptible
test2;893;6;succeptible
test2;893;7;succeptible
test2;893;8;succeptible
test2;893;9;succeptible
test2;893;10;succeptible
test2;893;11;succeptible
test2;893;12;succeptible
test2;893;13;succeptible
test2;893;14;succeptible
test2;893;15;infected
test2;893;16;succeptible
test2;893;17;succeptible
test2;893;18;succeptible
test2;893;19;succeptible
test2;893;20;succeptible
test2;893;21;succeptible
test2;893;22;succeptible
test2;893;23;succeptible
test2;893;24;succeptible
test2;893;25;succeptible
test2;893;26;succeptible
test2;893;27;succeptible
test2;893;28;succeptible
test2;893;29;succeptible
test2;894;0;succeptible
test2;894;1;succeptible
test2;894;2;succeptible
test2;894;3;succeptible
test2;894;4;succeptible
test2;894;5;succeptible
test2;894;6;succeptible
test2;894;7;succeptible
test2;894;8;succeptible
test2;894;9;succeptible
test2;894;10;succeptible
test2;894;11;succeptible
test2;894;12;succeptible
test2;894;13;succeptible
test2;894;14;succeptible
test2;894;15;infected
test2;894;16;succeptible
test2;894;17;succeptible
test2;894;18;succeptible
test2;894;19;succeptible
test2;894;20;succeptible
test2;894;21;succeptible
test2;894;22;succeptible
test2;894;23;succeptible
test2;894;24;succeptible
test2;894;25;succeptible
test2;894;26;succeptible
test2;894;27;succeptible
test2;894;28;succeptible
test2;894;29;succeptible
test2;895;0;succeptible
test2;895;1;succeptible
test2;895;2;succeptible
test2;895;3;succeptible
test2;895;4;succeptible
test2;895;5;succeptible
test2;895;6;succeptible
test2;895;7;succeptible
test2;895;8;succeptible
test2;895;9;succeptible
test2;895;10;succeptible
test2;895;11;succeptible
test2;895;12;succeptible
test2;895;13;succeptible
test2;895;14;succeptible
test2;895;15;infected
test2;895;16;succeptible
test2;895;17;succeptible
test2;895;18;succeptible
test2;895;19;succeptible
test2;895;20;succeptible
test2;895;21;succeptible
test2;895;22;succeptible
test2;895;23;succeptible
test2;895;24;succeptible
test2;895;25;succeptible
test2;895;26;succeptible
test2;895;27;succeptible
test2;895;28;succeptible
test2;895;29;succeptible
test2;896;0;succeptible
test2;896;1;succeptible
test2;896;2;succeptible
test2;896;3;succeptible
test2;896;4;succeptible
test2;896;5;succeptible
test2;896;6;succeptible
test2;896;7;succeptible
test2;896;8;succeptible
test2;896;9;succeptible
test2;896;10;succeptible
test2;896;11;succeptible
test2;896;12;succeptible
test2;896;13;succeptible
test2;896;14;succeptible
test2;896;15;infected
test2;896;16;succeptible
test2;896;17;succeptible
test2;896;18;succeptible
test2;896;19;succeptible
test2;896;20;succeptible
test2;896;21;succeptible
test2;896;22;succeptible
test2;896;23;succeptible
test2;896;24;succeptible
test2;896;25;succeptible
test2;896;26;succeptible
test2;896;27;succeptible
test2;896;28;succeptible
test2;896;29;succeptible
test2;897;0;succeptible
test2;897;1;succeptible
test2;897;2;succeptible
test2;897;3;succeptible
test2;897;4;succeptible
test2;897;5;succeptible
test2;897;6;succeptible
test2;897;7;succeptible
test2;897;8;succeptible
test2;897;9;succeptible
test2;897;10;succeptible
test2;897;11;succeptible
test2;897;12;succeptible
test2;897;13;succeptible
test2;897;14;succeptible
test2;897;15;infected
test2;897;16;succeptible
test2;897;17;succeptible
test2;897;18;succeptible
test2;897;19;succeptible
test2;897;20;succeptible
test2;897;21;succeptible
test2;897;22;succeptible
test2;897;23;succeptible
test2;897;24;succeptible
test2;897;25;succeptible
test2;897;26;succeptible
test2;897;27;succeptible
test2;897;28;succeptible
test2;897;29;succeptible
test2;898;0;succeptible
test2;898;1;succeptible
test2;898;2;succeptible
test2;898;3;succeptible
test2;898;4;succeptible
test2;898;5;succeptible
test2;898;6;succeptible
test2;898;7;succeptible
test2;898;8;succeptible
test2;898;9;succeptible
test2;898;10;succeptible
test2;898;11;succeptible
test2;898;12;succeptible
test2;898;13;succeptible
test2;898;14;succeptible
test2;898;15;infected
test2;898;16;succeptible
test2;898;17;succeptible
test2;898;18;succeptible
test2;898;19;succeptible
test2;898;20;succeptible
test2;898;21;succeptible
test2;898;22;succeptible
test2;898;23;succeptible
test2;898;24;succeptible
test2;898;25;succeptible
test2;898;26;succeptible
test2;898;27;succeptible
test2;898;28;succeptible
test2;898;29;succeptible
test2;899;0;succeptible
test2;899;1;succeptible
test2;899;2;succeptible
test2;899;3;succeptible
test2;899;4;succeptible
test2;899;5;succeptible
test2;899;6;succeptible
test2;899;7;succeptible
test2;899;8;succeptible
test2;899;9;succeptible
test2;899;10;succeptible
test2;899;11;succeptible
test2;899;12;succeptible
test2;899;13;succeptible
test2;899;14;succeptible
test2;899;15;infected
test2;899;16;succeptible
test2;899;17;succeptible
test2;899;18;succeptible
test2;899;19;succeptible
test2;899;20;succeptible
test2;899;21;succeptible
test2;899;22;succeptible
test2;899;23;succeptible
test2;899;24;succeptible
test2;899;25;succeptible
test2;899;26;succeptible
test2;899;27;succeptible
test2;899;28;succeptible
test2;899;29;succeptible
test2;900;0;succeptible
test2;900;1;succeptible
test2;900;2;succeptible
test2;900;3;succeptible
test2;900;4;succeptible
test2;900;5;succeptible
test2;900;6;succeptible
test2;900;7;succeptible
test2;900;8;succeptible
test2;900;9;succeptible
test2;900;10;succeptible
test2;900;11;succeptible
test2;900;12;succeptible
test2;900;13;succeptible
test2;900;14;succeptible
test2;900;15;infected
test2;900;16;succeptible
test2;900;17;succeptible
test2;900;18;succeptible
test2;900;19;succeptible
test2;900;20;succeptible
test2;900;21;succeptible
test2;900;22;succeptible
test2;900;23;succeptible
test2;900;24;succeptible
test2;900;25;succeptible
test2;900;26;succeptible
test2;900;27;succeptible
test2;900;28;succeptible
test2;900;29;succeptible
test2;901;0;succeptible
test2;901;1;succeptible
test2;901;2;succeptible
test2;901;3;succeptible
test2;901;4;succeptible
test2;901;5;succeptible
test2;901;6;succeptible
test2;901;7;succeptible
test2;901;8;succeptible
test2;901;9;succeptible
test2;901;10;succeptible
test2;901;11;succeptible
test2;901;12;succeptible
test2;901;13;succeptible
test2;901;14;succeptible
test2;901;15;infected
test2;901;16;succeptible
test2;901;17;succeptible
test2;901;18;succeptible
test2;901;19;succeptible
test2;901;20;succeptible
test2;901;21;succeptible
test2;901;22;succeptible
test2;901;23;succeptible
test2;901;24;succeptible
test2;901;25;succeptible
test2;901;26;succeptible
test2;901;27;succeptible
test2;901;28;succeptible
test2;901;29;succeptible
test2;902;0;succeptible
test2;902;1;succeptible
test2;902;2;succeptible
test2;902;3;succeptible
test2;902;4;succeptible
test2;902;5;succeptible
test2;902;6;succeptible
test2;902;7;succeptible
test2;902;8;succeptible
test2;902;9;succeptible
test2;902;10;succeptible
test2;902;11;succeptible
test2;902;12;succeptible
test2;902;13;succeptible
test2;902;14;succeptible
test2;902;15;infected
test2;902;16;succeptible
test2;902;17;succeptible
test2;902;18;succeptible
test2;902;19;succeptible
test2;902;20;succeptible
test2;902;21;succeptible
test2;902;22;succeptible
test2;902;23;succeptible
test2;902;24;succeptible
test2;902;25;succeptible
test2;902;26;succeptible
test2;902;27;succeptible
test2;902;28;succeptible
test2;902;29;succeptible
test2;903;0;succeptible
test2;903;1;succeptible
test2;903;2;succeptible
test2;903;3;succeptible
test2;903;4;succeptible
test2;903;5;succeptible
test2;903;6;succeptible
test2;903;7;succeptible
test2;903;8;succeptible
test2;903;9;succeptible
test2;903;10;succeptible
test2;903;11;succeptible
test2;903;12;succeptible
test2;903;13;succeptible
test2;903;14;succeptible
test2;903;15;infected
test2;903;16;succeptible
test2;903;17;succeptible
test2;903;18;succeptible
test2;903;19;succeptible
test2;903;20;succeptible
test2;903;21;succeptible
test2;903;22;succeptible
test2;903;23;succeptible
test2;903;24;succeptible
test2;903;25;succeptible
test2;903;26;succeptible
test2;903;27;succeptible
test2;903;28;succeptible
test2;903;29;succeptible
test2;904;0;succeptible
test2;904;1;succeptible
test2;904;2;succeptible
test2;904;3;succeptible
test2;904;4;succeptible
test2;904;5;succeptible
test2;904;6;succeptible
test2;904;7;succeptible
test2;904;8;succeptible
test2;904;9;succeptible
test2;904;10;succeptible
test2;904;11;succeptible
test2;904;12;succeptible
test2;904;13;succeptible
test2;904;14;succeptible
test2;904;15;infected
test2;904;16;succeptible
test2;904;17;succeptible
test2;904;18;succeptible
test2;904;19;succeptible
test2;904;20;succeptible
test2;904;21;succeptible
test2;904;22;succeptible
test2;904;23;succeptible
test2;904;24;succeptible
test2;904;25;succeptible
test2;904;26;succeptible
test2;904;27;succeptible
test2;904;28;succeptible
test2;904;29;succeptible
test2;905;0;succeptible
test2;905;1;succeptible
test2;905;2;succeptible
test2;905;3;succeptible
test2;905;4;succeptible
test2;905;5;succeptible
test2;905;6;succeptible
test2;905;7;succeptible
test2;905;8;succeptible
test2;905;9;succeptible
test2;905;10;succeptible
test2;905;11;succeptible
test2;905;12;succeptible
test2;905;13;succeptible
test2;905;14;succeptible
test2;905;15;infected
test2;905;16;succeptible
test2;905;17;succeptible
test2;905;18;succeptible
test2;905;19;succeptible
test2;905;20;succeptible
test2;905;21;succeptible
test2;905;22;succeptible
test2;905;23;succeptible
test2;905;24;succeptible
test2;905;25;succeptible
test2;905;26;succeptible
test2;905;27;succeptible
test2;905;28;succeptible
test2;905;29;succeptible
test2;906;0;succeptible
test2;906;1;succeptible
test2;906;2;succeptible
test2;906;3;succeptible
test2;906;4;succeptible
test2;906;5;succeptible
test2;906;6;succeptible
test2;906;7;succeptible
test2;906;8;succeptible
test2;906;9;succeptible
test2;906;10;succeptible
test2;906;11;succeptible
test2;906;12;succeptible
test2;906;13;succeptible
test2;906;14;succeptible
test2;906;15;infected
test2;906;16;succeptible
test2;906;17;succeptible
test2;906;18;succeptible
test2;906;19;succeptible
test2;906;20;succeptible
test2;906;21;succeptible
test2;906;22;succeptible
test2;906;23;succeptible
test2;906;24;succeptible
test2;906;25;succeptible
test2;906;26;succeptible
test2;906;27;succeptible
test2;906;28;succeptible
test2;906;29;succeptible
test2;907;0;succeptible
test2;907;1;succeptible
test2;907;2;succeptible
test2;907;3;succeptible
test2;907;4;succeptible
test2;907;5;succeptible
test2;907;6;succeptible
test2;907;7;succeptible
test2;907;8;succeptible
test2;907;9;succeptible
test2;907;10;succeptible
test2;907;11;succeptible
test2;907;12;succeptible
test2;907;13;succeptible
test2;907;14;succeptible
test2;907;15;infected
test2;907;16;succeptible
test2;907;17;succeptible
test2;907;18;succeptible
test2;907;19;succeptible
test2;907;20;succeptible
test2;907;21;succeptible
test2;907;22;succeptible
test2;907;23;succeptible
test2;907;24;succeptible
test2;907;25;succeptible
test2;907;26;succeptible
test2;907;27;succeptible
test2;907;28;succeptible
test2;907;29;succeptible
test2;908;0;succeptible
test2;908;1;succeptible
test2;908;2;succeptible
test2;908;3;succeptible
test2;908;4;succeptible
test2;908;5;succeptible
test2;908;6;succeptible
test2;908;7;succeptible
test2;908;8;succeptible
test2;908;9;succeptible
test2;908;10;succeptible
test2;908;11;succeptible
test2;908;12;succeptible
test2;908;13;succeptible
test2;908;14;succeptible
test2;908;15;infected
test2;908;16;succeptible
test2;908;17;succeptible
test2;908;18;succeptible
test2;908;19;succeptible
test2;908;20;succeptible
test2;908;21;succeptible
test2;908;22;succeptible
test2;908;23;succeptible
test2;908;24;succeptible
test2;908;25;succeptible
test2;908;26;succeptible
test2;908;27;succeptible
test2;908;28;succeptible
test2;908;29;succeptible
test2;909;0;succeptible
test2;909;1;succeptible
test2;909;2;succeptible
test2;909;3;succeptible
test2;909;4;succeptible
test2;909;5;succeptible
test2;909;6;succeptible
test2;909;7;succeptible
test2;909;8;succeptible
test2;909;9;succeptible
test2;909;10;succeptible
test2;909;11;succeptible
test2;909;12;succeptible
test2;909;13;succeptible
test2;909;14;succeptible
test2;909;15;infected
test2;909;16;succeptible
test2;909;17;succeptible
test2;909;18;succeptible
test2;909;19;succeptible
test2;909;20;succeptible
test2;909;21;succeptible
test2;909;22;succeptible
test2;909;23;succeptible
test2;909;24;succeptible
test2;909;25;succeptible
test2;909;26;succeptible
test2;909;27;succeptible
test2;909;28;succeptible
test2;909;29;succeptible
test2;910;0;succeptible
test2;910;1;succeptible
test2;910;2;succeptible
test2;910;3;succeptible
test2;910;4;succeptible
test2;910;5;succeptible
test2;910;6;succeptible
test2;910;7;succeptible
test2;910;8;succeptible
test2;910;9;succeptible
test2;910;10;succeptible
test2;910;11;succeptible
test2;910;12;succeptible
test2;910;13;succeptible
test2;910;14;succeptible
test2;910;15;infected
test2;910;16;succeptible
test2;910;17;succeptible
test2;910;18;succeptible
test2;910;19;succeptible
test2;910;20;succeptible
test2;910;21;succeptible
test2;910;22;succeptible
test2;910;23;succeptible
test2;910;24;succeptible
test2;910;25;succeptible
test2;910;26;succeptible
test2;910;27;succeptible
test2;910;28;succeptible
test2;910;29;succeptible
test2;911;0;succeptible
test2;911;1;succeptible
test2;911;2;succeptible
test2;911;3;succeptible
test2;911;4;succeptible
test2;911;5;succeptible
test2;911;6;succeptible
test2;911;7;succeptible
test2;911;8;succeptible
test2;911;9;succeptible
test2;911;10;succeptible
test2;911;11;succeptible
test2;911;12;succeptible
test2;911;13;succeptible
test2;911;14;succeptible
test2;911;15;infected
test2;911;16;succeptible
test2;911;17;succeptible
test2;911;18;succeptible
test2;911;19;succeptible
test2;911;20;succeptible
test2;911;21;succeptible
test2;911;22;succeptible
test2;911;23;succeptible
test2;911;24;succeptible
test2;911;25;succeptible
test2;911;26;succeptible
test2;911;27;succeptible
test2;911;28;succeptible
test2;911;29;succeptible
test2;912;0;succeptible
test2;912;1;succeptible
test2;912;2;succeptible
test2;912;3;succeptible
test2;912;4;succeptible
test2;912;5;succeptible
test2;912;6;succeptible
test2;912;7;succeptible
test2;912;8;succeptible
test2;912;9;succeptible
test2;912;10;succeptible
test2;912;11;succeptible
test2;912;12;succeptible
test2;912;13;succeptible
test2;912;14;succeptible
test2;912;15;infected
test2;912;16;succeptible
test2;912;17;succeptible
test2;912;18;succeptible
test2;912;19;succeptible
test2;912;20;succeptible
test2;912;21;succeptible
test2;912;22;succeptible
test2;912;23;succeptible
test2;912;24;succeptible
test2;912;25;succeptible
test2;912;26;succeptible
test2;912;27;succeptible
test2;912;28;succeptible
test2;912;29;succeptible
test2;913;0;succeptible
test2;913;1;succeptible
test2;913;2;succeptible
test2;913;3;succeptible
test2;913;4;succeptible
test2;913;5;succeptible
test2;913;6;succeptible
test2;913;7;succeptible
test2;913;8;succeptible
test2;913;9;succeptible
test2;913;10;succeptible
test2;913;11;succeptible
test2;913;12;succeptible
test2;913;13;succeptible
test2;913;14;succeptible
test2;913;15;infected
test2;913;16;succeptible
test2;913;17;succeptible
test2;913;18;succeptible
test2;913;19;succeptible
test2;913;20;succeptible
test2;913;21;succeptible
test2;913;22;succeptible
test2;913;23;succeptible
test2;913;24;succeptible
test2;913;25;succeptible
test2;913;26;succeptible
test2;913;27;succeptible
test2;913;28;succeptible
test2;913;29;succeptible
test2;914;0;succeptible
test2;914;1;succeptible
test2;914;2;succeptible
test2;914;3;succeptible
test2;914;4;succeptible
test2;914;5;succeptible
test2;914;6;succeptible
test2;914;7;succeptible
test2;914;8;succeptible
test2;914;9;succeptible
test2;914;10;succeptible
test2;914;11;succeptible
test2;914;12;succeptible
test2;914;13;succeptible
test2;914;14;succeptible
test2;914;15;infected
test2;914;16;succeptible
test2;914;17;succeptible
test2;914;18;succeptible
test2;914;19;succeptible
test2;914;20;succeptible
test2;914;21;succeptible
test2;914;22;succeptible
test2;914;23;succeptible
test2;914;24;succeptible
test2;914;25;succeptible
test2;914;26;succeptible
test2;914;27;succeptible
test2;914;28;succeptible
test2;914;29;succeptible
test2;915;0;succeptible
test2;915;1;succeptible
test2;915;2;succeptible
test2;915;3;succeptible
test2;915;4;succeptible
test2;915;5;succeptible
test2;915;6;succeptible
test2;915;7;succeptible
test2;915;8;succeptible
test2;915;9;succeptible
test2;915;10;succeptible
test2;915;11;succeptible
test2;915;12;succeptible
test2;915;13;succeptible
test2;915;14;succeptible
test2;915;15;infected
test2;915;16;succeptible
test2;915;17;succeptible
test2;915;18;succeptible
test2;915;19;succeptible
test2;915;20;succeptible
test2;915;21;succeptible
test2;915;22;succeptible
test2;915;23;succeptible
test2;915;24;succeptible
test2;915;25;succeptible
test2;915;26;succeptible
test2;915;27;succeptible
test2;915;28;succeptible
test2;915;29;succeptible
test2;916;0;succeptible
test2;916;1;succeptible
test2;916;2;succeptible
test2;916;3;succeptible
test2;916;4;succeptible
test2;916;5;succeptible
test2;916;6;succeptible
test2;916;7;succeptible
test2;916;8;succeptible
test2;916;9;succeptible
test2;916;10;succeptible
test2;916;11;succeptible
test2;916;12;succeptible
test2;916;13;succeptible
test2;916;14;succeptible
test2;916;15;infected
test2;916;16;succeptible
test2;916;17;succeptible
test2;916;18;succeptible
test2;916;19;succeptible
test2;916;20;succeptible
test2;916;21;succeptible
test2;916;22;succeptible
test2;916;23;succeptible
test2;916;24;succeptible
test2;916;25;succeptible
test2;916;26;succeptible
test2;916;27;succeptible
test2;916;28;succeptible
test2;916;29;succeptible
test2;917;0;succeptible
test2;917;1;succeptible
test2;917;2;succeptible
test2;917;3;succeptible
test2;917;4;succeptible
test2;917;5;succeptible
test2;917;6;succeptible
test2;917;7;succeptible
test2;917;8;succeptible
test2;917;9;succeptible
test2;917;10;succeptible
test2;917;11;succeptible
test2;917;12;succeptible
test2;917;13;succeptible
test2;917;14;succeptible
test2;917;15;infected
test2;917;16;succeptible
test2;917;17;succeptible
test2;917;18;succeptible
test2;917;19;succeptible
test2;917;20;succeptible
test2;917;21;succeptible
test2;917;22;succeptible
test2;917;23;succeptible
test2;917;24;succeptible
test2;917;25;succeptible
test2;917;26;succeptible
test2;917;27;succeptible
test2;917;28;succeptible
test2;917;29;succeptible
test2;918;0;succeptible
test2;918;1;succeptible
test2;918;2;succeptible
test2;918;3;succeptible
test2;918;4;succeptible
test2;918;5;succeptible
test2;918;6;succeptible
test2;918;7;succeptible
test2;918;8;succeptible
test2;918;9;succeptible
test2;918;10;succeptible
test2;918;11;succeptible
test2;918;12;succeptible
test2;918;13;succeptible
test2;918;14;succeptible
test2;918;15;infected
test2;918;16;succeptible
test2;918;17;succeptible
test2;918;18;succeptible
test2;918;19;succeptible
test2;918;20;succeptible
test2;918;21;succeptible
test2;918;22;succeptible
test2;918;23;succeptible
test2;918;24;succeptible
test2;918;25;succeptible
test2;918;26;succeptible
test2;918;27;succeptible
test2;918;28;succeptible
test2;918;29;succeptible
test2;919;0;succeptible
test2;919;1;succeptible
test2;919;2;succeptible
test2;919;3;succeptible
test2;919;4;succeptible
test2;919;5;succeptible
test2;919;6;succeptible
test2;919;7;succeptible
test2;919;8;succeptible
test2;919;9;succeptible
test2;919;10;succeptible
test2;919;11;succeptible
test2;919;12;succeptible
test2;919;13;succeptible
test2;919;14;succeptible
test2;919;15;infected
test2;919;16;succeptible
test2;919;17;succeptible
test2;919;18;succeptible
test2;919;19;succeptible
test2;919;20;succeptible
test2;919;21;succeptible
test2;919;22;succeptible
test2;919;23;succeptible
test2;919;24;succeptible
test2;919;25;succeptible
test2;919;26;succeptible
test2;919;27;succeptible
test2;919;28;succeptible
test2;919;29;succeptible
test2;920;0;succeptible
test2;920;1;succeptible
test2;920;2;succeptible
test2;920;3;succeptible
test2;920;4;succeptible
test2;920;5;succeptible
test2;920;6;succeptible
test2;920;7;succeptible
test2;920;8;succeptible
test2;920;9;succeptible
test2;920;10;succeptible
test2;920;11;succeptible
test2;920;12;succeptible
test2;920;13;succeptible
test2;920;14;succeptible
test2;920;15;infected
test2;920;16;succeptible
test2;920;17;succeptible
test2;920;18;succeptible
test2;920;19;succeptible
test2;920;20;succeptible
test2;920;21;succeptible
test2;920;22;succeptible
test2;920;23;succeptible
test2;920;24;succeptible
test2;920;25;succeptible
test2;920;26;succeptible
test2;920;27;succeptible
test2;920;28;succeptible
test2;920;29;succeptible
test2;921;0;succeptible
test2;921;1;succeptible
test2;921;2;succeptible
test2;921;3;succeptible
test2;921;4;succeptible
test2;921;5;succeptible
test2;921;6;succeptible
test2;921;7;succeptible
test2;921;8;succeptible
test2;921;9;succeptible
test2;921;10;succeptible
test2;921;11;succeptible
test2;921;12;succeptible
test2;921;13;succeptible
test2;921;14;succeptible
test2;921;15;infected
test2;921;16;succeptible
test2;921;17;succeptible
test2;921;18;succeptible
test2;921;19;succeptible
test2;921;20;succeptible
test2;921;21;succeptible
test2;921;22;succeptible
test2;921;23;succeptible
test2;921;24;succeptible
test2;921;25;succeptible
test2;921;26;succeptible
test2;921;27;succeptible
test2;921;28;succeptible
test2;921;29;succeptible
test2;922;0;succeptible
test2;922;1;succeptible
test2;922;2;succeptible
test2;922;3;succeptible
test2;922;4;succeptible
test2;922;5;succeptible
test2;922;6;succeptible
test2;922;7;succeptible
test2;922;8;succeptible
test2;922;9;succeptible
test2;922;10;succeptible
test2;922;11;succeptible
test2;922;12;succeptible
test2;922;13;succeptible
test2;922;14;succeptible
test2;922;15;infected
test2;922;16;succeptible
test2;922;17;succeptible
test2;922;18;succeptible
test2;922;19;succeptible
test2;922;20;succeptible
test2;922;21;succeptible
test2;922;22;succeptible
test2;922;23;succeptible
test2;922;24;succeptible
test2;922;25;succeptible
test2;922;26;succeptible
test2;922;27;succeptible
test2;922;28;succeptible
test2;922;29;succeptible
test2;923;0;succeptible
test2;923;1;succeptible
test2;923;2;succeptible
test2;923;3;succeptible
test2;923;4;succeptible
test2;923;5;succeptible
test2;923;6;succeptible
test2;923;7;succeptible
test2;923;8;succeptible
test2;923;9;succeptible
test2;923;10;succeptible
test2;923;11;succeptible
test2;923;12;succeptible
test2;923;13;succeptible
test2;923;14;succeptible
test2;923;15;infected
test2;923;16;succeptible
test2;923;17;succeptible
test2;923;18;succeptible
test2;923;19;succeptible
test2;923;20;succeptible
test2;923;21;succeptible
test2;923;22;succeptible
test2;923;23;succeptible
test2;923;24;succeptible
test2;923;25;succeptible
test2;923;26;succeptible
test2;923;27;succeptible
test2;923;28;succeptible
test2;923;29;succeptible
test2;924;0;succeptible
test2;924;1;succeptible
test2;924;2;succeptible
test2;924;3;succeptible
test2;924;4;succeptible
test2;924;5;succeptible
test2;924;6;succeptible
test2;924;7;succeptible
test2;924;8;succeptible
test2;924;9;succeptible
test2;924;10;succeptible
test2;924;11;succeptible
test2;924;12;succeptible
test2;924;13;succeptible
test2;924;14;succeptible
test2;924;15;infected
test2;924;16;succeptible
test2;924;17;succeptible
test2;924;18;succeptible
test2;924;19;succeptible
test2;924;20;succeptible
test2;924;21;succeptible
test2;924;22;succeptible
test2;924;23;succeptible
test2;924;24;succeptible
test2;924;25;succeptible
test2;924;26;succeptible
test2;924;27;succeptible
test2;924;28;succeptible
test2;924;29;succeptible
test2;925;0;succeptible
test2;925;1;succeptible
test2;925;2;succeptible
test2;925;3;succeptible
test2;925;4;succeptible
test2;925;5;succeptible
test2;925;6;succeptible
test2;925;7;succeptible
test2;925;8;succeptible
test2;925;9;succeptible
test2;925;10;succeptible
test2;925;11;succeptible
test2;925;12;succeptible
test2;925;13;succeptible
test2;925;14;succeptible
test2;925;15;infected
test2;925;16;succeptible
test2;925;17;succeptible
test2;925;18;succeptible
test2;925;19;succeptible
test2;925;20;succeptible
test2;925;21;succeptible
test2;925;22;succeptible
test2;925;23;succeptible
test2;925;24;succeptible
test2;925;25;succeptible
test2;925;26;succeptible
